Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Central Europe and the Baltics,CEB,11.1751368079464,11.006848020159,11.4347653670017,11.4299172841439,11.3167231657085,11.4967288607324,11.4105615229753,11.375115818527,11.8380878167684,11.5980344668056,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Early-demographic dividend,EAR,9.73018925417243,7.97795158498212,7.1193140850936,7.02894118619238,6.94729800433525,6.87681266652249,6.81819045731552,6.77518388389071,6.74474668563462,6.7259518388163,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,East Asia & Pacific,EAS,6.82176620484583,6.62850892906351,7.0533932169666,7.09514599726347,7.13936780454682,7.15630359145812,7.16812566379831,7.17772032966612,7.16875345442555,7.30663773642434,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,East Asia & Pacific (excluding high income),EAP,6.89097199754115,6.61289491254386,7.00127448408145,7.01939570146475,7.03914201854393,7.04761749108058,7.05820471847132,7.06423790329629,7.03915227209063,7.17749847616022,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,East Asia & Pacific (IDA & IBRD countries),TEA,6.90671023440033,6.58139379979747,6.97824870404614,6.99714513684203,7.01790543320313,7.02709069811457,7.03804824481253,7.04394995201497,7.01770506694327,7.15667997731226,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Euro area,EMU,10.0039992050451,9.60273061802933,9.41798009755383,9.42078074629832,9.4200117982899,9.70420967230747,9.66565441329809,9.49472554719345,10.0629889003816,9.84630264222738,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Europe & Central Asia,ECS,10.2394353626942,10.7512157946101,10.2111930607675,10.2022569939349,10.004169774696,10.088260127972,9.99025688403546,9.90403378226229,10.175439806968,10.0133560816034,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Europe & Central Asia (excluding high income),ECA,10.0829829782834,11.8567814998866,11.0723608658735,11.0935014360516,10.6964189041713,10.5814063650693,10.3872163967325,10.4212957177947,10.3953569489369,10.2862296276475,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Europe & Central Asia (IDA & IBRD countries),TEC,10.1028648675518,11.6517744974321,10.9953079675103,10.9977332508914,10.6396943209944,10.5548385116107,10.3847410237094,10.3921646227812,10.4189901192096,10.29749942642,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,European Union,EUU,10.426973996613,9.98778599320341,9.74298403238395,9.72357057245656,9.67342577056048,9.92209460299837,9.88255479583154,9.73139930449024,10.2461260363359,10.0397097394921,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Fragile and conflict affected situations,FCS,13.1585924240107,11.9684958581076,9.80538202536531,9.58040780136181,9.37021512797601,9.17445023553504,8.9877247399113,8.81066506812341,8.64361945353544,8.48632478889713,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Heavily indebted poor countries (HIPC),HPC,16.4554881855773,14.0395352016601,10.3043244013001,9.95207270528687,9.63290761682358,9.34211466418085,9.07507273318711,8.8302394526168,8.6057868657454,8.39996483653189,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,High income,HIC,8.70597626602294,8.427308769734,8.21465083073102,8.26202102219109,8.30364561389326,8.42385976274448,8.44516805559398,8.38231868612877,8.66854156264565,8.59691883456369,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,IBRD only,IBD,8.2955894555917,7.61542118756833,7.40297107936297,7.37265777997032,7.31151708125247,7.27693126231372,7.24285465812765,7.22929149630867,7.2119528276404,7.25862493342856,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,IDA & IBRD total,IBT,9.38071879191665,8.54757259983626,7.88079992859667,7.80514053690085,7.70974733305446,7.63873268805241,7.57013786613505,7.52128077526196,7.47134835209423,7.47167878412848,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,IDA blend,IDB,13.1442623963743,12.5262129626954,10.3927241944183,10.1529789834701,9.92489548671302,9.71633661322779,9.51357408094778,9.33632545883114,9.16582265443381,9.00667434242423,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,IDA only,IDX,14.1985649023836,11.6902008986298,8.97569107388668,8.73115862819609,8.51063346638292,8.31206486037854,8.12766624297903,7.96074779367323,7.80571456071331,7.66283388186085,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,IDA total,IDA,13.844374434386,11.9680155502942,9.44255763426116,9.20004602030222,8.97741916057145,8.77585325529499,8.58570272905601,8.41572139481907,8.25577282361624,8.1076624405209,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Late-demographic dividend,LTE,7.17442152783321,7.20355978092168,7.42569687249425,7.44651010208324,7.41263552642042,7.41194772699621,7.39549653018446,7.40491090542695,7.3889767662268,7.50146164647877,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Latin America & Caribbean,LCN,6.88642987205566,5.93091587261741,5.78731520556731,5.7981516435979,5.8138437932753,5.83390885654801,5.8588699728049,5.89164403860054,5.92271428516606,5.9607588822012,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Latin America & Caribbean (excluding high income),LAC,6.79484546051889,5.76394695023604,5.60108328293805,5.61247785530961,5.62864204234978,5.65038746036174,5.6781315150991,5.71197329204456,5.74909211933736,5.79054259008311,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Latin America & the Caribbean (IDA & IBRD countries),TLA,6.88024748392387,5.89129063068851,5.74470598064806,5.75364694679189,5.76658713172411,5.78456056304793,5.80819967833507,5.83760353953597,5.87031501500658,5.90735430865915,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Least developed countries: UN classification,LDC,15.0321101057831,12.1429603912403,9.12743977458427,8.85137239775454,8.6016555900291,8.3766105911316,8.17386640051251,7.99230645984497,7.83018547471948,7.68502882836432,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Low & middle income,LMY,9.36976115223398,8.55151301557552,7.87150928990685,7.79641484684275,7.69992582931647,7.62674809939792,7.55715474627309,7.50984858815049,7.45616989109636,7.4587569136507,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Low income,LIC,15.8249647897977,13.4168628374727,9.91076101088288,9.58860589387881,9.29854410947624,9.03529828958915,8.79362886171146,8.57151791487217,8.36701431379356,8.17896032976942,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Lower middle income,LMC,10.5477799590683,9.04014323468164,7.96669511858938,7.86284841561724,7.75967131748079,7.68175536702841,7.61665720151956,7.56682035957397,7.52921195422514,7.49594574698281,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Middle East & North Africa,MEA,7.12776588717654,5.56943485638427,5.19652305446976,5.16559715885302,5.13815848097752,5.10669216003428,5.07063007861669,5.03536719140951,5.00212702729138,4.96366190516392,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Middle East & North Africa (excluding high income),MNA,7.40031637445129,5.7863597702574,5.48087931290621,5.45802027690395,5.43279678222215,5.40280958787954,5.36827123087028,5.32962535131987,5.2892652365249,5.24888537570823,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Middle East & North Africa (IDA & IBRD countries),TMN,7.40627335619183,5.79987952586026,5.50202621831571,5.47935217546421,5.45429531423774,5.4244206861761,5.3899267178238,5.35127581420953,5.31089027602323,5.27047251591811,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Middle income,MIC,8.78494444723265,8.05260573881805,7.63135731057421,7.58216612718793,7.50602440756396,7.45347302408312,7.40292835624698,7.37557888324672,7.33933741999916,7.36505048687279,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,North America,NAC,8.46951746201363,8.36227050929778,7.82084724202614,7.90624286936265,7.96623874488738,8.00187674907055,8.11321755293462,8.14288382603725,8.34544450449883,8.30919927142102,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,OECD members,OED,8.62884625185301,8.23021719318766,8.01451291257847,8.06435270008818,8.1031873346655,8.22220924365162,8.24709843339411,8.18111467753456,8.45697562159502,8.38558232875437,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Other small states,OSS,10.1240391158155,10.6613127033944,8.91537053705817,8.59908421588063,8.32513477854714,8.10771334736308,7.89998026105777,7.7302450676772,7.56723325896961,7.45219996391504,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Pacific island small states,PSS,7.61942370738978,6.50423836045651,6.07856441196119,6.03464150407615,5.94705869235913,5.96957029910845,5.98006013626814,5.95792806634487,5.94127197681474,5.97108078729469,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Post-demographic dividend,PST,9.09460934105765,9.0787311940163,8.877603178101,8.94513525375686,8.96353889512867,9.09024592065373,9.11589847521282,9.05895954662255,9.37434760971079,9.28996865903718,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Pre-demographic dividend,PRE,16.5181651266646,14.9914375317414,11.3468928531695,10.9846160745016,10.6515176095786,10.3434164655762,10.0555653047459,9.78740880911625,9.53799227195711,9.30602100713584,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Small states,SST,9.28946017662101,9.69219371270452,8.44613586238853,8.21564079437435,8.01089092672894,7.86125525112387,7.71523247724701,7.59712960425215,7.48213768900514,7.40734138364862,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,South Asia,SAS,10.8199846286921,8.54972540302536,7.45784801558015,7.3603844283076,7.27492631391757,7.20398491618553,7.15039855457077,7.11363274285559,7.09271972526047,7.08577276430401,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,South Asia (IDA & IBRD),TSA,10.8199846286921,8.54972540302536,7.45784801558015,7.3603844283076,7.27492631391757,7.20398491618553,7.15039855457077,7.11363274285559,7.09271972526047,7.08577276430401,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Sub-Saharan Africa,SSF,16.225485300482,14.9384664113842,11.4519452797812,11.0484054898535,10.6759128122302,10.3328443949512,10.0166297995733,9.72813176846473,9.46668619566175,9.23152684856017,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Sub-Saharan Africa (excluding high income),SSA,16.2266424418986,14.9394510712833,11.4523186491213,11.0487787125949,10.6761819417606,10.3331237827492,10.0168202104827,9.72830238012983,9.46686886993129,9.23164887233615,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Sub-Saharan Africa (IDA & IBRD countries),TSS,16.225485300482,14.9384664113842,11.4519452797811,11.0484054898535,10.6759128122302,10.3328443949512,10.0166297995733,9.72813176846473,9.46668619566175,9.23152684856017,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Upper middle income,UMC,7.13376910320248,7.05649380656016,7.26583624617634,7.27378263786896,7.22518278215374,7.19886343558935,7.16285850784229,7.15929923936678,7.12311202535422,7.21498925272865,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,World,WLD,9.2394099777976,8.52889934872679,7.93115293685002,7.87690849755518,7.80357177369769,7.7628074792598,7.70784293766998,7.65706014010267,7.65957997536066,7.64862649146419,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Afghanistan,AFG,49.08,48.36,40.474,39.232,38.016,36.863,35.797,34.836,33.98,33.214,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Albania,ALB,24.789,16.427,11.837,11.819,11.846,11.888,11.916,11.914,11.879,11.816,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Algeria,DZA,32.132,19.573,24.189,24.762,25.078,25.134,24.945,24.522,23.9,23.132,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,American Samoa,ASM,..,..,..,18.7,..,..,..,17.5,..,..,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Andorra,AND,11.9,11.3,9.9,9.8,..,9.5,..,..,..,8.8,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Angola,AGO,52.749,49.032,45.91,45.314,44.688,44.058,43.446,42.864,42.321,41.819,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Antigua and Barbuda,ATG,19.333,20.659,17.586,17.308,17.071,16.867,16.684,16.519,16.367,16.225,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Argentina,ARG,21.804,19.413,18.285,18.154,18.019,17.875,17.717,17.547,17.364,17.172,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Armenia,ARM,21.768,12.912,15.099,15.065,14.928,14.713,14.446,14.141,13.808,13.456,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Aruba,ABW,19.571,14.173,11.407,11.26,11.147,11.065,11.008,10.975,10.963,10.974,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Australia,AUS,15.4,13,13.9,13.7,13.6,13.7,13.3,13.2,12.8,12.5,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Austria,AUT,11.8,9.8,9.2,9.4,9.3,9.4,9.4,9.6,9.8,10,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Azerbaijan,AZE,25.9,14.5,17,18.3,19.2,18.8,18.3,17.9,17.2,16.3,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,"Bahamas, The",BHS,23.864,17.621,15.445,15.323,15.145,14.947,14.757,14.581,14.42,14.271,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Bahrain,BHR,29.217,21.722,16.86,16.544,16.268,16.003,15.729,15.433,15.111,14.762,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Bangladesh,BGD,35.376,27.635,21.717,21.224,20.78,20.375,19.997,19.637,19.29,18.95,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Barbados,BRB,16.025,13.79,12.577,12.48,12.38,12.281,12.183,12.088,11.995,11.905,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Belarus,BLR,14,9.4,11.5,11.4,11.5,12.2,12.5,12.5,12.5,12.4,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Belgium,BEL,12.4,11.4,11.8,11.9,11.6,11.5,11.2,11.2,10.8,10.8,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Belize,BLZ,35.862,29.876,23.985,23.66,23.428,23.248,23.086,22.921,22.739,22.534,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Benin,BEN,46.029,42.371,39.59,39.278,38.945,38.591,38.218,37.83,37.431,37.026,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Bermuda,BMU,14.6,13.5,12.5,11.8,10.4,10,10.4,10.5,9.4,9.6,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Bhutan,BTN,39.114,28.031,21.135,20.58,20.051,19.57,19.148,18.782,18.46,18.165,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Bolivia,BOL,35.396,30.905,25.997,25.502,25.039,24.612,24.223,23.87,23.549,23.252,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Bosnia and Herzegovina,BIH,14.846,10.995,9.219,9.19,9.149,9.113,9.096,9.098,9.12,9.158,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Botswana,BWA,33.684,27.643,25.311,25.286,25.217,25.079,24.856,24.541,24.14,23.669,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Brazil,BRA,24.979,20.204,15.749,15.492,15.269,15.06,14.852,14.635,14.405,14.163,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Brunei Darussalam,BRN,29.399,21.437,16.567,16.553,16.557,16.541,16.475,16.342,16.138,15.873,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Bulgaria,BGR,12.1,9,10.9,10.2,9.6,9.5,9.2,9.4,9.2,9.1,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Burkina Faso,BFA,47.417,46.253,42.89,42.314,41.721,41.127,40.543,39.977,39.436,38.92,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Burundi,BDI,50.312,42.267,43.699,43.736,43.663,43.506,43.285,43.005,42.662,42.248,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Cabo Verde,CPV,40.117,29.176,23.384,22.898,22.45,22.052,21.706,21.407,21.144,20.901,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Cambodia,KHM,42.357,28.058,25.767,25.503,25.168,24.8,24.428,24.056,23.682,23.296,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Cameroon,CMR,44.693,41.287,39.686,39.307,38.876,38.403,37.899,37.374,36.837,36.3,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Canada,CAN,15,10.9,11.3,11.1,11,11,10.8,10.8,10.8,10.8,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Cayman Islands,CYM,..,..,15.5,15,14.5,13.4,12.5,12.2,10.7,..,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Central African Republic,CAF,41.234,40.046,38.248,37.981,37.683,37.343,36.959,36.542,36.113,35.7,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Chad,TCD,50.995,50.883,47.252,46.68,46.104,45.53,44.963,44.407,43.864,43.331,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Channel Islands,CHI,12.343,10.992,9.821,9.732,9.652,9.58,9.512,9.448,9.388,9.332,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Chile,CHL,21.945,16.959,14.699,14.466,14.231,14.006,13.797,13.608,13.437,13.281,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,China,CHN,21.06,14.03,12.13,11.9,11.93,12.1,12.08,12.37,12.07,12,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Colombia,COL,26.401,20.959,17.452,17.079,16.727,16.393,16.074,15.77,15.479,15.198,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Comoros,COM,42.558,37.497,35.464,35.209,34.916,34.581,34.204,33.786,33.334,32.856,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,"Congo, Dem. Rep.",COD,46.082,45.964,45.105,44.856,44.549,44.187,43.772,43.31,42.809,42.28,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,"Congo, Rep.",COG,38.308,39.293,38.402,38.022,37.567,37.043,36.466,35.856,35.234,34.629,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Costa Rica,CRI,26.615,19.499,16.102,15.84,15.564,15.287,15.022,14.768,14.525,14.289,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Cote d'Ivoire,CIV,43.241,40.866,38.406,38.203,38.002,37.796,37.579,37.348,37.099,36.832,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Croatia,HRV,11.6,9.8,10.1,9.8,9.6,9.8,9.4,9.3,8.9,9,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Cuba,CUB,16.789,12.988,11.027,11.042,11.068,11.087,11.08,11.04,10.966,10.865,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Curacao,CUW,..,..,13,13.6,13.1,13.4,12.7,12.6,11.9,11.2,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Cyprus,CYP,19.049,13.2,11.577,11.515,11.436,11.342,11.237,11.118,10.984,10.834,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Czech Republic,CZE,12.6,8.9,11.3,11.2,10.4,10.3,10.2,10.4,10.5,10.7,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Denmark,DNK,12.3,12.6,11.4,11.4,10.6,10.4,10,10.1,10.2,10.8,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Djibouti,DJI,39.777,31.487,25.659,25.193,24.784,24.409,24.05,23.699,23.35,23.002,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Dominica,DMA,23,..,..,13.0599104143337,..,..,..,12,..,..,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Dominican Republic,DOM,29.809,25.167,22.532,22.205,21.875,21.539,21.2,20.857,20.513,20.17,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Ecuador,ECU,30.077,24.922,22.148,21.898,21.631,21.352,21.066,20.774,20.477,20.175,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,"Egypt, Arab Rep.",EGY,33.599,25.282,26.489,27.093,27.6,27.907,27.949,27.707,27.202,26.494,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,El Salvador,SLV,31.212,24.909,19.885,19.62,19.382,19.175,18.997,18.839,18.69,18.538,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Equatorial Guinea,GNQ,42.14,41.017,37.944,37.418,36.868,36.305,35.739,35.179,34.635,34.114,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Eritrea,ERI,41.654,35.17,36.298,35.889,35.362,34.759,34.12,33.469,32.826,32.2,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Estonia,EST,14.2,9.4,11.8,11.9,11.1,10.6,10.3,10.3,10.6,10.7,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Eswatini,SWZ,42.59,32.925,31.626,31.305,30.926,30.517,30.101,29.685,29.27,28.85,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Ethiopia,ETH,47.524,43.714,35.439,34.831,34.293,33.792,33.301,32.806,32.299,31.779,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Faroe Islands,FRO,19.9,15.1,12.6,13.2,12,12.9,13,13.2,12.4,13.6,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Fiji,FJI,28.891,24.739,21.92,21.574,21.215,20.849,20.479,20.109,19.744,19.387,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Finland,FIN,13.1,11,11.3,11.4,11.1,11,10.7,10.5,10.1,9.6,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,France,FRA,13.4,13.3,12.8,12.9,12.7,12.6,12.4,12.4,12,11.7,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,French Polynesia,PYF,28.308,19.975,16.906,16.653,16.418,16.196,15.985,15.781,15.58,15.379,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Gabon,GAB,37.123,33.438,31.977,31.859,31.67,31.4,31.044,30.605,30.089,29.512,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,"Gambia, The",GMB,47.468,45.242,42.471,42.116,41.747,41.352,40.927,40.471,39.987,39.482,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Georgia,GEO,17.131,11.967,14.026,14.231,14.327,14.32,14.223,14.043,13.795,13.499,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Germany,DEU,11.4,9.3,8.1,8.3,8.3,8.4,8.5,8.8,9,9.3,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Ghana,GHA,38.867,35.446,33.513,33.333,33.1,32.806,32.448,32.029,31.557,31.047,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Greece,GRC,10,9.6,10.6,10.3,9.6,9.1,8.6,8.5,8.5,8.6,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Greenland,GRL,22.6,15.6,15.9,15.3,14.4,13.9,14.5,14.3,15.2,14.8,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Grenada,GRD,28.415,19.399,19.384,19.447,19.453,19.406,19.31,19.16,18.951,18.683,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Guam,GUM,25.615,21.937,17.919,17.669,17.467,17.299,17.153,17.021,16.897,16.78,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Guatemala,GTM,38.984,35.341,28.268,27.688,27.198,26.768,26.372,25.998,25.634,25.273,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Guinea,GIN,46.505,42.781,39.025,38.588,38.146,37.701,37.254,36.805,36.357,35.911,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Guinea-Bissau,GNB,46.351,41.33,39.507,39.254,38.946,38.579,38.154,37.675,37.146,36.579,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Guyana,GUY,28.243,25.685,21.172,21.056,20.999,20.965,20.92,20.847,20.733,20.576,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Haiti,HTI,37.243,31.125,27.107,26.659,26.206,25.76,25.334,24.93,24.546,24.179,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Honduras,HND,38.596,32.607,25.405,24.655,23.977,23.378,22.859,22.416,22.04,21.715,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,"Hong Kong SAR, China",HKG,12,8.1,11.8,12.6,13.5,12.8,8,8.6,8.2,8.3,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Hungary,HUN,12.1,9.6,9.6,9,8.8,9.1,9,9.5,9.4,9.7,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Iceland,ISL,18.7,15.3,15.8,15.4,14.1,14.1,13.4,13.4,12.5,12,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,India,IND,31.501,26.463,21.982,21.408,20.864,20.37,19.938,19.573,19.269,19.013,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Indonesia,IDN,25.812,21.755,21.076,20.862,20.621,20.347,20.04,19.705,19.35,18.986,..,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,"Iran, Islamic Rep.",IRN,33.227,18.788,18.28,18.347,18.315,18.175,17.927,17.568,17.103,16.544,..,..
